ID_ACCIDENTE,ANYO,MES,DIA_SEMANA,HORA,COD_PROVINCIA,COD_MUNICIPIO,ZONA,ZONA_AGRUPADA,CARRETERA,KM,SENTIDO_1F,TITULARIDAD_VIA,TIPO_VIA,TIPO_ACCIDENTE,TOTAL_MU24H,TOTAL_HG24H,TOTAL_HL24H,TOTAL_VICTIMAS_24H,TOTAL_MU30DF,TOTAL_HG30DF,TOTAL_HL30DF,TOTAL_VICTIMAS_30DF,TOTAL_VEHICULOS,TOT_PEAT_MU24H,TOT_BICI_MU24H,TOT_CICLO_MU24H,TOT_MOTO_MU24H,TOT_TUR_MU24H,TOT_FURG_MU24H,TOT_CAM_MENOS3500_MU24H,TOT_CAM_MAS3500_MU24H,TOT_BUS_MU24H,TOT_OTRO_MU24H,TOT_SINESPECIF_MU24H,TOT_PEAT_MU30DF,TOT_BICI_MU30DF,TOT_CICLO_MU30DF,TOT_MOTO_MU30DF,TOT_TUR_MU30DF,TOT_FURG_MU30DF,TOT_CAM_MENOS3500_MU30DF,TOT_CAM_MAS3500_MU30DF,TOT_BUS_MU30DF,TOT_VMP_MU30DF,TOT_OTRO_MU30DF,TOT_SINESPECIF_MU30DF,NUDO,CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,ACERA,TRAZADO_PLANTA,ZONA_KM,HAY_NIEBLA,TRAMO_HORA,gravedad_accidente,tramo_horario,zona_riesgo
96645,2024,7,5,12,48,48020,3,2,No inventariada,0.0,4,4,9,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,0,998,,0,Mañana,Baja,Tarde,Bajo Riesgo
96646,2024,7,5,12,48,48020,3,2,No inventariada,0.0,1,4,9,4.0,0,0,4,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,998,998,,0,Mañana,Media,Tarde,Bajo Riesgo
96647,2024,7,6,18,48,48020,3,2,No inventariada,0.0,4,4,9,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,0,998,,0,Tarde,Baja,Noche,Bajo Riesgo
96648,2024,7,1,11,48,48073,1,1,BI-638,8.0,1,3,6,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,2,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96649,2024,7,1,14,48,0,1,1,BI-3218,50.0,2,3,6,19.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,3,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
96650,2024,6,3,12,48,48011,1,1,BI-625,382.0,2,3,14,2.0,0,0,4,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,2,0.0,998,2,Muy Alta,0,Mañana,Media,Tarde,Bajo Riesgo
96651,2024,7,3,18,48,0,3,2,No inventariada,0.0,4,4,9,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,,0,Tarde,Baja,Noche,Bajo Riesgo
96652,2024,7,3,19,48,48069,1,1,BI-2120,16.0,1,3,14,20.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,1,Baja,0,Noche,Baja,Noche,Bajo Riesgo
96653,2024,7,1,18,48,0,1,1,BI-3218,51.0,1,3,5,16.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,2,0.0,998,2,Media,0,Tarde,Baja,Noche,Bajo Riesgo
96654,2024,7,3,19,48,48034,1,1,BI-2301,42.0,2,3,5,4.0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,1,Baja,0,Noche,Baja,Noche,Bajo Riesgo
96655,2024,7,3,7,48,48045,1,1,BI-636,14.0,2,3,3,16.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,2,0.0,998,2,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96656,2024,7,3,20,48,48054,3,2,No inventariada,0.0,4,4,9,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,0,998,,0,Noche,Baja,Noche,Bajo Riesgo
96657,2024,7,2,14,48,48001,1,1,BI-633,32.0,2,3,6,4.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,2,0.0,998,1,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
96658,2024,6,4,10,48,48032,1,1,N-636,41.0,1,5,3,16.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,3,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96659,2024,8,4,9,48,0,1,1,BI-2121,28.0,1,3,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,1,2,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96660,2024,8,4,21,48,48032,3,2,No inventariada,0.0,4,4,9,20.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,4,2,0.0,998,998,,0,Noche,Baja,Noche,Bajo Riesgo
96661,2024,8,4,23,48,48011,3,2,No inventariada,0.0,4,5,14,16.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,6,1,0.0,998,998,,0,Noche,Baja,Noche,Bajo Riesgo
96662,2024,7,2,15,48,0,3,2,No inventariada,0.0,4,5,14,1.0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,2,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96663,2024,6,4,14,48,48020,3,2,No inventariada,0.0,2,4,9,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,4,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96664,2024,8,7,9,48,48044,3,2,No inventariada,0.0,4,4,12,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96665,2024,6,6,7,48,48044,3,2,No inventariada,0.0,4,4,9,10.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,2,4,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96666,2024,7,1,9,48,0,1,1,BI-2238,34.0,2,3,14,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,3,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96667,2024,8,6,19,48,48085,3,2,No inventariada,0.0,4,5,12,19.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,,0,Noche,Baja,Noche,Bajo Riesgo
96668,2024,8,7,2,48,0,1,1,BI-3629,55.0,2,3,6,16.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,6,2,0.0,1,1,Media,0,Madrugada,Baja,Madrugada,Bajo Riesgo
96669,2024,6,5,2,48,48020,3,2,No inventariada,0.0,4,4,9,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,998,998,,0,Madrugada,Baja,Madrugada,Bajo Riesgo
96670,2024,7,6,9,48,0,1,1,BI-3447,49.0,1,3,6,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,1,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96671,2024,5,6,14,48,48020,3,2,No inventariada,0.0,4,4,9,4.0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96672,2024,7,7,17,48,0,1,1,BI-630,56.0,2,3,6,2.0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,1,Media,0,Tarde,Baja,Tarde,Bajo Riesgo
96673,2024,7,6,10,48,0,1,1,BI-3513,35.0,2,3,6,15.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,2,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96674,2024,7,6,13,48,48003,2,2,N-634,88.0,2,5,6,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,1,Media,0,Tarde,Baja,Tarde,Bajo Riesgo
96675,2024,7,7,11,48,0,1,1,BI-625,351.0,2,3,14,3.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,1,Muy Alta,0,Mañana,Baja,Mañana,Bajo Riesgo
96676,2024,7,4,12,48,0,3,2,No inventariada,0.0,4,4,9,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,4,998,,0,Mañana,Baja,Tarde,Bajo Riesgo
96677,2024,7,6,12,48,0,3,2,No inventariada,0.0,4,5,7,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,,0,Mañana,Baja,Tarde,Bajo Riesgo
96678,2024,7,3,9,48,48020,3,2,No inventariada,0.0,4,4,14,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96679,2024,7,5,11,48,48020,3,2,No inventariada,0.0,4,4,9,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,1,0.0,4,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96680,2024,6,2,15,48,48020,3,2,No inventariada,0.0,4,4,9,6.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96681,2024,7,1,19,48,0,1,1,N-634,80.0,1,5,6,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8,1,1,0.0,998,2,Media,0,Noche,Baja,Noche,Bajo Riesgo
96682,2024,8,2,15,48,48902,1,1,No inventariada,0.0,2,3,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7,1,1,0.0,998,3,,0,Tarde,Baja,Tarde,Bajo Riesgo
96683,2024,8,3,7,48,0,1,1,N-637,15.0,1,5,3,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,3,0.0,998,1,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96684,2024,5,3,11,48,48020,3,2,No inventariada,0.0,3,4,14,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,0,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96685,2024,7,5,21,48,48069,1,1,BI-2121,18.0,1,3,14,19.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,2,1,0.0,998,1,Baja,0,Noche,Baja,Noche,Bajo Riesgo
96686,2024,8,3,11,48,48020,1,1,A-8,117.0,1,3,2,15.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,3,0.0,998,3,Alta,0,Mañana,Baja,Mañana,Bajo Riesgo
96687,2024,8,3,11,48,48020,1,1,A-8,115.0,1,3,2,4.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,3,0.0,998,3,Alta,0,Mañana,Baja,Mañana,Bajo Riesgo
96688,2024,8,3,13,48,0,1,1,N-637,14.0,2,5,3,15.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,3,0.0,998,3,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
96689,2024,8,3,13,48,48036,1,1,AP-8,104.0,2,2,1,12.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,1,0.0,998,3,Alta,0,Tarde,Baja,Tarde,Bajo Riesgo
96690,2024,8,3,14,48,0,3,2,No inventariada,0.0,4,4,9,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,3,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96691,2024,7,7,8,48,48020,3,2,No inventariada,0.0,4,4,9,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,3,1,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96692,2024,8,1,12,48,48020,3,2,No inventariada,0.0,1,4,9,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,998,,0,Mañana,Baja,Tarde,Bajo Riesgo
96693,2024,7,4,23,48,48020,3,2,No inventariada,0.0,4,4,9,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,998,998,,0,Noche,Baja,Noche,Bajo Riesgo
96694,2024,8,5,13,48,48054,1,1,BI-637,13.0,3,3,3,3.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,2,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
96695,2024,8,1,13,48,48089,3,2,No inventariada,0.0,4,4,9,12.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,2,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96696,2024,8,3,11,48,48016,3,2,No inventariada,0.0,4,5,14,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,1,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96697,2024,8,3,19,48,48020,1,1,A-8,117.0,1,3,2,16.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,2,0.0,998,3,Alta,0,Noche,Baja,Noche,Bajo Riesgo
96698,2024,8,5,0,48,0,1,1,BI-633,57.0,1,3,14,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,5,2,0.0,1,1,Media,0,,Baja,Madrugada,Bajo Riesgo
96699,2024,8,5,12,48,0,1,1,BI-623,37.0,3,3,5,1.0,0,1,1,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,2,0.0,998,1,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
96700,2024,8,4,12,48,48069,1,1,BI-631,18.0,1,3,5,16.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,4,2,0.0,998,3,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
96701,2024,7,7,15,48,48044,3,2,No inventariada,0.0,4,4,9,7.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,0,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96702,2024,7,1,10,48,48020,3,2,No inventariada,0.0,1,4,9,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96703,2024,7,3,20,48,48020,3,2,No inventariada,0.0,1,4,9,10.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,998,998,,0,Noche,Baja,Noche,Bajo Riesgo
96704,2024,8,2,18,48,0,1,1,BI-3231,26.0,2,3,6,20.0,0,0,3,3,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,2,Baja,0,Tarde,Media,Noche,Bajo Riesgo
96705,2024,8,3,5,48,48080,1,1,BI-3755,13.0,2,3,6,13.0,0,0,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,6,1,0.0,998,2,Baja,0,Madrugada,Baja,Madrugada,Bajo Riesgo
96706,2024,8,5,15,48,48045,1,1,BI-636,12.0,1,3,3,2.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,1,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
96707,2024,7,4,12,48,48020,3,2,No inventariada,0.0,4,4,9,4.0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,998,998,,0,Mañana,Baja,Tarde,Bajo Riesgo
96708,2024,1,4,15,48,0,1,1,N-637,20.0,2,5,3,16.0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,8,1,3,0.0,998,1,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
96709,2024,7,1,16,48,48080,1,1,A-8,126.0,1,3,2,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,3,Alta,0,Tarde,Baja,Tarde,Bajo Riesgo
96710,2024,8,3,17,48,48015,1,1,BI-625,386.0,2,3,14,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,2,0.0,998,1,Muy Alta,0,Tarde,Baja,Tarde,Bajo Riesgo
96711,2024,8,1,11,48,48036,1,1,A-8,106.0,2,3,2,16.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,2,0.0,998,1,Alta,0,Mañana,Baja,Mañana,Bajo Riesgo
96712,2024,6,5,8,48,48089,3,2,No inventariada,0.0,4,5,14,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3,1,1,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96713,2024,7,3,17,48,0,1,1,BI-2704,22.0,3,3,6,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,2,0.0,998,1,Baja,0,Tarde,Baja,Tarde,Bajo Riesgo
96714,2024,8,2,9,48,48020,3,2,No inventariada,0.0,1,4,9,19.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96715,2024,7,7,10,48,48020,3,2,No inventariada,0.0,4,4,9,10.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,7,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96716,2024,8,6,23,48,48080,1,1,BI-3747,13.0,1,3,14,16.0,0,0,3,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,4,1,0.0,998,3,Baja,0,Noche,Media,Noche,Bajo Riesgo
96717,2024,8,3,5,48,0,1,1,BI-636,17.0,2,3,3,12.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,4,3,0.0,998,2,Baja,0,Madrugada,Baja,Madrugada,Bajo Riesgo
96718,2024,8,3,7,48,0,1,1,BI-636,17.0,2,3,3,12.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,4,3,0.0,998,2,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96719,2024,8,3,12,48,48902,1,1,BI-711,11.0,1,3,6,2.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,2,0.0,998,1,Baja,0,Mañana,Baja,Tarde,Bajo Riesgo
96720,2024,8,4,17,48,48016,3,2,No inventariada,0.0,4,4,9,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96721,2024,8,5,22,48,48020,3,2,No inventariada,0.0,1,4,9,4.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,3,1,0.0,998,998,,0,Noche,Baja,Noche,Bajo Riesgo
96722,2024,6,6,14,48,48020,3,2,No inventariada,0.0,1,4,9,6.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96723,2024,8,1,17,48,0,1,1,N-240,53.0,1,5,5,4.0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,2,0.0,998,1,Media,0,Tarde,Baja,Tarde,Bajo Riesgo
96724,2024,8,4,11,48,48003,1,1,N-634,88.0,1,5,14,4.0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,1,Media,0,Mañana,Baja,Mañana,Bajo Riesgo
96725,2024,8,4,21,48,48013,1,1,AP-8,124.0,2,2,1,10.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,4,1,0.0,998,3,Alta,0,Noche,Baja,Noche,Bajo Riesgo
96726,2024,8,5,15,48,48011,3,2,No inventariada,0.0,4,5,14,17.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,1,1,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96727,2024,8,6,9,48,48001,1,1,N-634,78.0,1,5,6,19.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,0.0,998,2,Media,0,Mañana,Baja,Mañana,Bajo Riesgo
96728,2024,8,3,7,48,48902,1,1,No inventariada,5.0,2,3,3,16.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,2,0.0,998,3,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96729,2024,8,7,7,48,48043,3,2,No inventariada,0.0,4,5,14,16.0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,3,0.0,998,998,,0,Mañana,Baja,Mañana,Bajo Riesgo
96730,2024,8,7,9,48,48020,1,1,No inventariada,1.0,1,5,8,16.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,1,4,0.0,998,4,Baja,0,Mañana,Baja,Mañana,Bajo Riesgo
96731,2024,8,3,13,48,48020,3,2,No inventariada,0.0,4,4,14,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,2,3,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
96732,2024,7,2,17,48,48020,3,2,No inventariada,0.0,2,4,9,10.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,9,1,1,0.0,998,998,,0,Tarde,Baja,Tarde,Bajo Riesgo
